Name,Language,IMDb Rating,Running Time,Year of Release,Viewer_age,Type
Manivathoorile Aayiram Sivarathrikal,Malayalam,7.3,2 h 14 min,1987,All,Movie
Disko,English,None,16min,2019,13+,Movie
Raja Narasimha,Kannada,7.4,2 h 12 min,2003,NR,Movie
Sangrama,Kannada,3.2,2 h 18 min,1987,NR,Movie
Sasur Bari Zindabad,Bengali,None,2 h 31 min,2017,13+,Movie
The Lazarus Effect - FKA Reawakenings,English,5.2,1 h 23 min,2015,13+,Movie
Life In A Year,English,None,1 h 47 min,2021,13+,Movie
Capmaari,Tamil,3.3,2 h 6 min,2019,18+,Movie
Avasara Police 100,Tamil,6.6,2 h 23 min,1990,18+,Movie
Dinner for Schmucks,English,5.9,1 h 49 min,2010,18+,Movie
Adyashakti Mahamaya,Bengali,None,1 h 53 min,1978,NR,Movie
The Mummy,Hindi,7,2 h 4 min,1999,18+,Movie
Ek Poshla Bristi,Bengali,None,2 h 4 min,2019,13+,Movie
Gujjubhai Most Wanted,Gujarati,7.3,2 h 21 min,2018,All,Movie
Blumhouse's Fantasy Island,Tamil,4.9,1 h 49 min,2020,18+,Movie
Birth of the Dragon,Hindi,5.5,1 h 31 min,2017,13+,Movie
Ek Gadi Baki Anadi,Marathi,7.3,2 h 14 mins,1989,All,Movie
Bidaay Byomkesh,Bengali,5.3,2h,2019,13+,Movie
K.D.No.1,Telugu,4.9,2 h 31 min,1978,NR,Movie
Kuselan,Tamil,4.7,2 h 38 min,2008,All,Movie
Charlie's Angels,Hindi,4.8,1 h 58 min,2019,13+,Movie
"MARADONA, THE GOLDEN KID",English,None,54min,2020,13+,Movie
Veerappan,Telugu,5.3,1 h 57 min,2016,18+,Movie
Kalank,Hindi,3.6,2 h 45 min,2019,13+,Movie
The Dark Knight,Tamil,9,2 h 32 min,2008,13+,Movie
Ahankaar,Hindi,5.9,2 h 25 min,1995,All,Movie
Banjara - The Truck Driver,Punjabi,4.2,2 h 10 mins,2018,13+,Movie
Belaseshe,Bengali,8.5,2 h 21 min,2018,13+,Movie
His highness abdullah,Malayalam,7.9,2 h 28 min,1990,All,Movie
Bommarillu,Telugu,8.2,2 h 1 min,None,NR,Movie
Kurukshetra,Kannada,6,2 h 13 min,1987,NR,Movie
Naram Garam,Hindi,7.4,2 h 7 min,1981,All,Movie
Dumb and Dumber To,Hindi,5.6,1 h 44 min,2014,18+,Movie
Alone,Hindi,3.7,1 h 58 min,2015,13+,Movie
Anaganaga Oka Ratri,Telugu,None,1 h 51 min,2002,NR,Movie
Van Helsing,English,6.2,2 h 11 min,2004,13+,Movie
Ajab Karamat,Gujarati,None,1 h 46 min,2007,All,Movie
Durgeshgorer Guptodhon,Bengali,6.6,2 h 11 min,2019,13+,Movie
Ernest Rides Again,English,5,1 h 39 min,1993,All,Movie
Velaiilla Pattadhari 2,Tamil,5.4,2h,2017,All,Movie
13B: Fear Has a New Address,Hindi,7.3,2 h 24 min,2009,18+,Movie
Sunday,Hindi,5.3,2 h 10 min,2008,NR,Movie
Dil Dosti Etc,Hindi,7,1 h 44 min,2007,18+,Movie
The Caller,English,6.1,1 h 27 min,2011,18+,Movie
Mighty Raju,Hindi,3.3,1 h 12 min,2019,All,Movie
Ajj De Ranjhe,Punjabi,5.1,2 h 23 mins,2012,13+,Movie
Muthal Echarikkai,Tamil,None,1 h 20 min,1987,NR,Movie
Maherchi Maya,Marathi,None,2 h 30 mins,2005,All,Movie
Mere Baap Pehle Aap,Hindi,5.4,2 h 37 min,2008,All,Movie
Clear and Present Danger,English,6.9,2 h 21 min,1994,13+,Movie
Who’s Driving The Car?,English,None,52min,2019,13+,Movie
Kuch Kuch Locha Hai,Hindi,2.5,2 h 15 min,2015,18+,Movie
Shangku Shelter,English,None,53min,2020,13+,Movie
Raju Ban Gaya Gentleman,Hindi,6.8,2 h 28 min,1992,All,Movie
A Case of You,English,5.6,1 h 31 min,2014,18+,Movie
Anacondas: The Hunt for the Blood Orchid,Telugu,4.7,1 h 36 min,2004,16+,Movie
Vigilante,English,None,54min,2020,13+,Movie
Race 3,Hindi,1.9,2 h 39 min,2018,13+,Movie
Ninnu Kori,Telugu,7.5,2 h 16 min,2017,All,Movie
Saajan,Hindi,7.2,3h,1991,NR,Movie
Bewakoofiyaan,Hindi,5.5,1 h 57 min,2014,13+,Movie
Singari Bangari,Kannada,None,2 h 5 min,1989,NR,Movie
Nomu,Telugu,7.9,2 h 14 min,1974,All,Movie
Muqaddar Ka Faisla,Hindi,5,2 h 51 min,1987,13+,Movie
Foto,Hindi,6.4,1 h 26 min,2007,All,Movie
Besharam,Hindi,3.6,2 h 21 min,2013,13+,Movie
One Night Stand,Hindi,3.1,1 h 37 min,2016,18+,Movie
Samrat Chandragupt,Hindi,6.1,1 h 45 min,None,NR,Movie
Pasamulla Pandiyare,Tamil,None,2 h 22 min,1997,NR,Movie
Aapne To Dhirubhai,Gujarati,6,2 h 5 min,2014,All,Movie
Greed,Hindi,5.7,1 h 44 min,2020,13+,Movie
Street Dancer 3D,Hindi,3.6,2 h 21 min,2020,13+,Movie
Stinking Heaven,English,6,1 h 10 min,2015,NR,Movie
John Honai,Malayalam,1.9,2 h 1 min,2015,All,Movie
Oculus,English,6.5,1 h 42 min,2014,18+,Movie
Amrit Kumbher Sandhane,Bengali,None,2 h 9 min,2017,13+,Movie
The People's Girls,English,8.1,28min,2019,13+,Movie
Mogra Phulaalaa,Marathi,6.6,2 h 16 mins,2019,All,Movie
Dharma Devathai,Tamil,None,2 h 17 min,1986,18+,Movie
Duranta Prem,Bengali,None,2 h 31 min,1993,NR,Movie
Spider-Man (Feature),English,7.3,2 h 1 min,2002,13+,Movie
Vandhaan Vendraan,Tamil,3.9,2 h 24 min,2011,All,Movie
Jobs,English,5.9,2 h 7 min,2013,16+,Movie
Yeh Dillagi,Hindi,6,2 h 34 min,1994,All,Movie
Snow White & the Huntsman,English,6.1,2 h 7 min,2012,13+,Movie
Children of the Corn: Genesis,English,3.7,1 h 20 min,2011,18+,Movie
Naya Daur,Hindi,8,2 h 35 min,2007,All,Movie
Bawal,Bengali,4.6,1 h 57 min,2017,13+,Movie
The Angry Birds Movie,Hindi,6.3,1 h 37 min,2016,7+,Movie
Train to Pakistan,Hindi,6.9,1 h 47 min,1998,18+,Movie
Gali Thekey Rajpat,Bengali,None,1 h 30 min,None,NR,Movie
Shyamali,Bengali,6.8,2 h 2 min,None,NR,Movie
Bala Bharatam,Telugu,6.5,2 h 46 min,1972,All,Movie
Kanne Vayusu,Telugu,None,2 h 8 min,1973,NR,Movie
Soorarai Pottru (Tamil),Tamil,8.6,2 h 29 min,2020,16+,Movie
Om Jai Jagadish,Hindi,5.5,2 h 49 min,2002,NR,Movie
Bhaijaan Elo Re,Bengali,7,2 h 38 min,2018,All,Movie
DK Bose,Kannada,6.3,1 h 53 min,2019,All,Movie
PIRANHA 3DD,Telugu,3.7,1 h 19 min,2012,18+,Movie
Parvarish,Hindi,6.9,2 h 9 min,None,All,Movie
Me Shivaji Park,Marathi,7.3,2 h 1 mins,2018,13+,Movie
Jerry Maguire,English,7.3,2 h 18 min,1996,18+,Movie
Nocturne,English,5.7,1 h 30 min,2020,16+,Movie
Jackpot,Telugu,None,2 h 8 min,2001,NR,Movie
Ghayal,Hindi,7.6,2 h 36 min,1990,18+,Movie
Aasai,Tamil,7.6,2 h 25 min,1995,13+,Movie
Black Box,English,6.2,1 h 40 min,2020,16+,Movie
Kaadhal Parisu,Tamil,6.1,2 h 29 min,1987,All,Movie
Aisa Yeh Jahaan,Hindi,6.6,2 h 6 min,2015,13+,Movie
English,Malayalam,5.8,1 h 56 min,2013,All,Movie
Bhokter Maa,Bengali,None,2 h 45 min,2017,13+,Movie
Bham Bolenath,Telugu,6.6,1 h 54 min,2015,13+,Movie
Vodka Diaries,Hindi,5.6,1 h 48 min,2018,13+,Movie
Dil Jo Bhi Kahey,Hindi,None,2 h 17 min,2005,All,Movie
Fantastic Beasts and Where to Find Them,Hindi,7.3,2 h 12 min,2016,13+,Movie
Freelancers,English,4.7,55min,2020,13+,Movie
Is Raat Ki Subah Nahin,Hindi,6.9,2 h 15 min,1996,18+,Movie
American Pastoral,English,6.1,1 h 44 min,2016,18+,Movie
Mee ani U,Marathi,None,1 h 53 mins,2013,All,Movie
Thirupathi,Kannada,6.3,2 h 6 min,2006,All,Movie
Rogue (Telugu),Telugu,None,2 h 5 min,2017,13+,Movie
Kidnap,English,5.9,1 h 34 min,2017,16+,Movie
SkyBound,Tamil,4.7,1 h 21 min,2017,16+,Movie
Parineeta - Ashok Kumar,Hindi,None,1 h 46 min,None,NR,Movie
Charmurti,Bengali,7.1,1 h 58 min,1978,NR,Movie
Vendru Varuvaan,Tamil,None,1 h 53 min,2016,All,Movie
Dohchay,Telugu,5.9,2 h 16 min,2015,All,Movie
The Captain,Hindi,6.2,1 h 46 min,2019,13+,Movie
Saawariya,Hindi,5.2,2 h 17 min,2007,13+,Movie
Kurmaiyan,Punjabi,5.6,2 h 20 mins,2018,13+,Movie
Ponnana Vazhvu,Tamil,None,2 h 17 min,1967,NR,Movie
Neal n Nikki,Hindi,3.2,1 h 41 min,2005,13+,Movie
Rathaavaram,Telugu,6.5,2 h 18 min,2017,13+,Movie
Keralida Simha,Kannada,8.5,2 h 44 min,1981,NR,Movie
Lalbaug Parel - Zali Mumbai Sonyachi,Marathi,7.2,2 h 26 mins,2010,13+,Movie
Theri,Tamil,7.1,2 h 30 min,2016,All,Movie
Five Fingers,Malayalam,6.4,2 h 30 min,2005,NR,Movie
Heeron Ka Chor,Hindi,3.4,2 h 13 min,1982,NR,Movie
Annabelle Comes Home,Tamil,5.9,1 h 46 min,2019,18+,Movie
Dombivali Fast,Marathi,8.1,1 h 42 mins,2010,All,Movie
Once More,Tamil,6.1,2 h 40 min,1997,All,Movie
Superman Returns,Telugu,6,2 h 34 min,2006,All,Movie
Harry Potter and the Half-Blood Prince,Hindi,7.6,2 h 33 min,2009,13+,Movie
Karimpoocha,Malayalam,None,1 h 51 min,1981,NR,Movie
Goopy Bagha Phiray Elo,Bengali,7.8,1 h 59 min,1990,All,Movie
Half Ticket,Marathi,7.9,1 h 51 mins,2016,13+,Movie
Egise Tarajuvvalu,Telugu,6.2,1 h 35 min,2017,All,Movie
One Shocking Moment,English,4.7,1 h 11 min,None,NR,Movie
Tiger Zinda Hai,Hindi,5.9,2 h 38 min,2017,13+,Movie
Kiriti O Kalo Bhromor,Bengali,6.3,2 h 8 min,2019,13+,Movie
Sukh Dukkher Sonsar,Bengali,None,2 h 35 min,2019,13+,Movie
Dying of the Light,English,4.5,1 h 33 min,2014,18+,Movie
Mosagallaku Mosagadu,Telugu,6.1,2 h 4 min,2015,13+,Movie
Bhalo Theko Ful,Bengali,None,16min,2019,13+,Movie
Palasa 1978,Telugu,7.5,2 h 21 min,2020,18+,Movie
Thittivasal,Tamil,7.1,1 h 47 min,2017,13+,Movie
Carpool,English,5,1 h 29 min,1996,All,Movie
NEURON,Kannada,3.3,2 h 10 min,2019,13+,Movie
Grant St. Shaving Co.,English,6.4,15min,2011,13+,Movie
Kinnaripuzhayoram,Malayalam,6.8,2 h 3 min,1994,NR,Movie
Picnic,Malayalam,7.1,2 h 20 min,1975,NR,Movie
Oonche Log,Hindi,6.1,2 h 18 min,None,NR,Movie
Amar Prem,Hindi,8.2,2 h 25 min,1972,All,Movie
Heyy Babyy,Hindi,6,2 h 23 min,2007,NR,Movie
Sonar Sansar,Bengali,None,2 h 43 min,2017,13+,Movie
Ranga Bou,Bengali,4.8,2 h 20 min,1999,NR,Movie
The Bourne Identity,English,7.9,1 h 58 min,2002,13+,Movie
Paisa Paisa,Marathi,6.3,1 h 43 mins,2016,All,Movie
Basilica of Jesus Adolescent,English,None,26min,2020,13+,Movie
Red Wine,Malayalam,5.3,2 h 7 min,2011,All,Movie
Salt N Pepper,Malayalam,7.4,1 h 55 min,2011,All,Movie
Yaraana,Hindi,4.7,2 h 4 min,1995,All,Movie
Jackpot (Telugu),Telugu,None,2 h 9 min,2019,All,Movie
Man of Steel (2013),English,7,2 h 22 min,2013,13+,Movie
The Taking of Tiger Mountain,Tamil,6.4,2 h 17 min,2014,18+,Movie
Kencho Khoondte Keute,Bengali,7.2,2 h 35 min,1993,NR,Movie
Sunayana,Hindi,5.9,2 h 11 min,1979,NR,Movie
Emerald Cities,English,6.2,1 h 30 min,1983,NR,Movie
Raincoat,Hindi,7.6,1 h 57 min,2017,13+,Movie
Bellary Naga,Kannada,7.1,2 h 12 min,2009,All,Movie
Let'S Share The Moon,Hindi,None,20min,2018,All,Movie
The Professor,English,6.7,1 h 31 min,2019,18+,Movie
Prithvi Vallabh,Hindi,7.8,1 h 57 min,None,NR,Movie
The Lodge,Tamil,6.1,1 h 48 min,2020,18+,Movie
Hotel California,Malayalam,6.2,2 h 16 min,2013,13+,Movie
Annai Oru Aalayam,Tamil,7,2 h 1 min,1979,All,Movie
Mon Niye,Bengali,6.8,2 h 20 min,2017,13+,Movie
Alexander the Last,English,5.2,1 h 12 min,2009,18+,Movie
Antariksham 9000KMPH,Telugu,6,2 h 19 min,2018,13+,Movie
Sanam Teri Kasam,Hindi,7.4,2 h 33 min,2016,NR,Movie
Megh Bristi Aalo,Bengali,None,2h,2010,NR,Movie
Oorantha Sankranthi,Telugu,None,2 h 23 min,1983,NR,Movie
Aajcha Divas Majha,Marathi,7.7,2 h 6 mins,2013,All,Movie
Ghatkali,Bengali,6.6,1 h 57 min,2017,13+,Movie
"Khakee (Theeran Adhigaaram Ondru, Tamil)",Telugu,None,2 h 36 min,2017,13+,Movie
Suspiria,English,6.8,2 h 32 min,2018,18+,Movie
Tubelight,Hindi,3.9,2 h 10 min,2017,All,Movie
I Love You,Bengali,4.7,2 h 37 min,2017,13+,Movie
Andala Rakshasi,Telugu,7.1,2 h 25 min,2012,13+,Movie
Holy Angels,English,8.1,14min,2020,13+,Movie
Penguin (Telugu),Telugu,4.6,2 h 12 min,2020,18+,Movie
Steve and Maggie - Fan Favourites (Vol. 1),English,None,44min,2020,All,Movie
Thalsamayam Oru Penkutty,Malayalam,3.8,2 h 51 min,2012,All,Movie
Dirty,English,5.6,1 h 36 min,2005,18+,Movie
The Dark Knight,Telugu,9,2 h 32 min,2008,13+,Movie
Love Story Ma Locho Padyo,Gujarati,None,2 h 17 min,2017,All,Movie
Gujjubhai Ni Golmaal,Gujarati,None,2 h 25 min,2015,13+,Movie
ABHIMAAN,Bengali,6.2,2 h 19 min,2016,All,Movie
Appa Ani Bappa,Marathi,7.5,2 h 17 mins,2019,All,Movie
Deiva Thirumagal,Tamil,8.1,2 h 39 min,2011,NR,Movie
Majhli Didi,Hindi,7.6,1 h 57 min,None,NR,Movie
Tu Aavish To Kharo Ne,Gujarati,None,2h,2018,13+,Movie
Nilkanth Master,Marathi,5.8,1 h 54 mins,2015,All,Movie
Allari Pilla,Telugu,6.9,2 h 14 min,1992,NR,Movie
"Fried Fish, Chicken Soup and a Premiere Show",English,None,1 h 30 min,2020,13+,Movie
Taranisen Badh,Bengali,None,1 h 54 min,None,NR,Movie
Anbe Anbe,Tamil,4.9,2 h 20 min,2003,All,Movie
Night Tide,English,6.4,1 h 26 min,None,13+,Movie
The Expendables,English,6.5,1 h 39 min,2010,18+,Movie
Tumbbad,Hindi,8.3,1 h 44 min,2018,18+,Movie
Tungabhadra,Telugu,5.8,2h,2015,18+,Movie
Bokya Satbande,Marathi,7.6,2 h 5 mins,2009,All,Movie
Heroes,Hindi,7.5,2 h 17 min,2008,NR,Movie
Bal Ganesh 2 (Marathi),Marathi,None,1 h 13 mins,2009,All,Movie
Fight Hate with Love,English,None,1 h 18 min,2020,13+,Movie
Manikarnika: The Queen of Jhansi,Telugu,6.4,2 h 20 min,2019,16+,Movie
Veeru,Kannada,None,1 h 57 min,2006,NR,Movie
Kanwarlal,Hindi,4.6,2 h 29 min,1988,13+,Movie
Devaraya,Telugu,3.6,2 h 8 min,2012,13+,Movie
The Landlord,Malayalam,5.4,1 h 26 min,2017,16+,Movie
Wild Things 2,Hindi,4.6,1 h 34 min,2004,18+,Movie
Tansen,Hindi,7.5,1 h 54 min,None,NR,Movie
Palatak,Bengali,8.2,2 h 13 min,2017,13+,Movie
The Town (2010),English,7.5,2 h 4 min,2010,18+,Movie
The Meg,Telugu,5.6,1 h 53 min,2018,13+,Movie
Monster Trucks,English,5.7,1 h 44 min,2017,NR,Movie
Shubh Mangal Savdhan,Marathi,5.7,2 h 33 mins,2006,All,Movie
LAW,Kannada,5.6,2h,2020,16+,Movie
Attract Any Woman Anywhere,English,5,51min,2020,13+,Movie
Last Vegas,English,6.6,1 h 40 min,2013,13+,Movie
Stri,Telugu,7.8,1 h 28 min,1995,NR,Movie
Last Chance,Hindi,None,1 h 20 min,2009,NR,Movie
Shadaa,Punjabi,6.3,2 h 7 mins,2019,All,Movie
G.I. Joe: The Rise of Cobra,English,5.8,1 h 57 min,2009,13+,Movie
Swagatham,Telugu,6.4,2 h 31 min,2008,13+,Movie
Cash On Delivery,Gujarati,6,2 h 13 min,2017,13+,Movie
Shwetha Nagara,Kannada,None,2 h 3 min,2004,NR,Movie
Hasyarathna Ramakrishna,Kannada,6.8,2 h 18 min,1982,NR,Movie
Pakhi,Bengali,None,1 h 38 min,2009,NR,Movie
Bolo Dugga Maiki,Bengali,5.2,2 h 36 min,2018,13+,Movie
F2 - Fun and Frustration,Telugu,6.2,2 h 27 min,2019,13+,Movie
Shutter,English,5.3,1 h 25 min,2008,18+,Movie
Baccha Shoshur,Bengali,5.5,2 h 4 min,2019,All,Movie
Shahjahen,Hindi,None,2h,None,NR,Movie
Lakshmi Vanthacshu,Tamil,None,1 h 59 min,1994,NR,Movie
Devi Ahilya Bai,Hindi,6.8,2 h 21 min,2002,NR,Movie
Vicky Donor,Hindi,7.8,2 h 5 min,2012,NR,Movie
Mahari Supatar Beendani,Hindi,None,2 h 18 min,2014,NR,Movie
Godsend,English,4.8,1 h 42 min,2004,13+,Movie
Jai Sena,Telugu,4.7,2 h 16 min,2021,13+,Movie
The Perfumed Nightmare,English,None,1 h 34 min,1977,NR,Movie
Howrah Bridge,Telugu,3.9,2 h 9 min,2018,13+,Movie
JD,Hindi,5.7,2h,2017,18+,Movie
Van Helsing,Hindi,6.2,2 h 11 min,2004,13+,Movie
All Is Lost,English,6.9,1 h 41 min,2013,13+,Movie
Stuck in Love,English,7.2,1 h 37 min,2012,16+,Movie
Khokababur Pratyabartan,Bengali,None,1 h 42 min,None,NR,Movie
Chandni,Hindi,6.8,2 h 59 min,1989,All,Movie
Kameswari,Telugu,None,1 h 11 min,2000,NR,Movie
Sakhi,Marathi,6.9,2 h 32 mins,2008,All,Movie
Senthoora Pandi,Tamil,7.6,2 h 17 min,1993,NR,Movie
Le Lotta,Hindi,6.5,2 h 5 min,2017,NR,Movie
Blackboard,Marathi,7.5,2 h 4 mins,2014,All,Movie
Madhur Milan,Bengali,6.9,2 h 14 min,2000,NR,Movie
Love Shagun,Hindi,4.6,1 h 57 min,2016,13+,Movie
Black Knight,English,4.9,1 h 35 min,2001,All,Movie
Magadu,Telugu,None,2 h 21 min,1990,NR,Movie
Big Game,Telugu,5.4,1 h 27 min,2015,16+,Movie
Once Upon A Time In Amritsar,Punjabi,5.6,1 h 50 mins,2016,13+,Movie
mother!,English,6.6,2 h 1 min,2017,18+,Movie
Keemat,Hindi,6.8,2 h 12 min,1973,NR,Movie
World War Z,Telugu,7,1 h 56 min,2013,13+,Movie
Alaipayuthey,Tamil,8.3,2 h 20 min,2000,All,Movie
English Vinglish,Hindi,7.8,2 h 13 min,2012,NR,Movie
Pailwaan (Tamil),Tamil,6.4,2 h 43 min,2019,13+,Movie
Ankhon Mein Tum Ho,Hindi,5.6,2 h 30 min,1997,All,Movie
Karwaan,Hindi,7.5,1 h 53 min,2018,13+,Movie
U Turn (Telugu),Telugu,None,2 h 6 min,2018,13+,Movie
Hari Om Vitthala,Marathi,6.1,2 h 27 mins,2008,All,Movie
Yugakartalu,Telugu,None,1 h 37 min,1987,NR,Movie
Le Gaya Saddam,Hindi,6.2,1 h 53 min,2012,NR,Movie
Jio Pagla,Bengali,4.8,2 h 31 min,2017,13+,Movie
Digbandhana,Telugu,5.2,1 h 52 min,2017,18+,Movie
Nenu Lenu,Telugu,6.3,1 h 55 min,2019,16+,Movie
Nouka Dubi,Bengali,7.6,2 h 26 min,2011,All,Movie
Navaratri,Kannada,3.5,1 h 38 min,2019,18+,Movie
Mem Saheb,Bengali,6.9,2 h 2 min,1972,NR,Movie
Dil Dhadakne Do,Hindi,6.9,2 h 53 min,2015,13+,Movie
My Tutor,English,5.3,1 h 37 min,1983,18+,Movie
Zameer: The Fire Within,Hindi,3,2 h 12 min,2005,All,Movie
Martial Law II (Restored),English,None,1 h 31 min,1992,16+,Movie
Chotushkone,Bengali,8.2,2 h 27 min,2014,13+,Movie
Just Mercy,English,7.6,2 h 17 min,2020,13+,Movie
Insaf Ka Tarazu,Hindi,6.4,2 h 15 min,1980,18+,Movie
Juvva,Telugu,3.9,2 h 6 min,2018,NR,Movie
Revolver Rani,Telugu,4.5,2 h 34 min,1971,NR,Movie
Paycheck (2003),English,6.3,1 h 58 min,2003,13+,Movie
Personal Assistant,Bengali,None,2h,None,NR,Movie
Yaaran De Yaar,Punjabi,None,2 h 2 mins,2017,13+,Movie
Kidi,Kannada,None,1 h 53 min,2017,NR,Movie
Beyond JFK,English,6.5,1 h 30 min,1991,18+,Movie
Lucifer (Tamil),Tamil,7.5,2 h 52 min,2019,13+,Movie
Sssshhh,Hindi,4.4,2 h 40 min,2003,18+,Movie
Aakaasam Nee Haddhu Ra (Telugu),Telugu,8.6,2 h 29 min,2020,16+,Movie
Land of the Lost,Hindi,5.3,1 h 41 min,2009,13+,Movie
100% Love,Bengali,7,2 h 46 min,2017,13+,Movie
One Night in Miami...,English,7.2,1 h 54 min,2021,18+,Movie
Blue Steel,English,5.8,1 h 42 min,1990,18+,Movie
Superstar A love story,Bengali,None,1 h 51 min,2017,13+,Movie
Pati Patni,Hindi,6.2,2 h 23 min,1977,All,Movie
Kolkotha 2,Bengali,None,4min,2019,13+,Movie
Dhoop,Hindi,7.2,2 h 12 min,2003,All,Movie
Immortals,Tamil,6,1 h 45 min,2011,18+,Movie
PLEASE DRESS APPROPRIATELY,English,None,51min,2019,13+,Movie
Shaandaar,Hindi,3.5,2 h 22 min,2015,13+,Movie
Operation Red Sea,Tamil,6.7,2 h 11 min,2018,18+,Movie
Guru Swamy,Telugu,None,1 h 55 min,2007,NR,Movie
Rupban,Bengali,8.1,2 h 34 min,2017,13+,Movie
Maya Bazaar 1995,Tamil,5.8,2 h 5 min,1995,NR,Movie
Once Upon a Time: Electricity,English,None,55min,2020,13+,Movie
Devki,Marathi,4.6,2 h 19 mins,2001,All,Movie
Bedhadak,Marathi,None,2 h 6 mins,2018,NR,Movie
Jungle Boy,Malayalam,3.6,1 h 29 min,1987,NR,Movie
Mozhi,Malayalam,8,2 h 31 min,2007,All,Movie
Jeepers Creepers 3,English,3.9,1 h 41 min,2017,18+,Movie
Notebook,Hindi,6.9,1 h 52 min,2019,All,Movie
Hachi: A Dog's Tale,English,8.1,1 h 29 min,2009,18+,Movie
Buddi Bhai,Telugu,None,58min,2000,NR,Movie
Hercules,Bengali,7.3,1 h 51 min,2018,13+,Movie
Josh,Bengali,None,2 h 29 min,2017,13+,Movie
Chaand Ka Tukda,Hindi,3.6,2 h 32 min,1994,All,Movie
The Archies in Jugman,English,7.1,1 h 10 min,2002,7+,Movie
Kidu,Malayalam,6.7,2 h 2 min,2018,All,Movie
Hing Ting Chhawt,Bengali,None,2 h 2 min,2010,NR,Movie
Jomer Raja Dilo Bor,Bengali,5.3,2 h 25 min,2017,13+,Movie
Ghazi (Tamil),Tamil,7.6,1 h 57 min,2017,All,Movie
Asche Bochor Abar Hobe,Bengali,7.4,2 h 4 min,2017,13+,Movie
Compliance,English,6.4,1 h 29 min,2012,18+,Movie
Manorama Six Feet Under,Hindi,7.6,2 h 10 min,2007,13+,Movie
Evidence,Malayalam,4.6,1 h 48 min,1988,NR,Movie
Killing Season,Hindi,5.4,1 h 27 min,2015,NR,Movie
Chameli,Hindi,7,1 h 41 min,2004,18+,Movie
Kempu Mugilu,Kannada,None,2 h 5 min,1986,NR,Movie
Ente Soorya Puthrikku,Malayalam,6.6,2 h 10 min,1991,All,Movie
Mumbai Central,Hindi,5,1 h 48 min,2016,18+,Movie
Bhoy,Bengali,None,2 h 38 min,1996,NR,Movie
Kolkata on Book fair,Bengali,None,2min,2019,13+,Movie
Thoota,Telugu,5.6,2 h 17 min,2019,13+,Movie
Devi Dharisanam,Tamil,None,2 h 15 min,1980,NR,Movie
Chalti Ka Naam Gaadi,Hindi,8,2 h 44 min,None,All,Movie
Thoda Pyaar Thoda Magic,Hindi,4.9,2 h 16 min,2008,7+,Movie
Alex James: Slowing Down Fast Fashion,English,7.4,1 h 4 min,2020,13+,Movie
Inception,English,8.8,2 h 28 min,2010,13+,Movie
At the Fork,English,7.4,1 h 34 min,2016,13+,Movie
Bhale Adrushtavo Adrushta,Kannada,None,2 h 21 min,1971,NR,Movie
CLINT EASTWOOD: LAST OF THE LEGENDS,English,None,52min,2020,13+,Movie
Navakoti Narayana,Kannada,8.8,1 h 48 min,1964,NR,Movie
Haunted Villa Lonavala,Hindi,None,1 h 52 min,2017,NR,Movie
Praner Cheye Priyo,Bengali,6,2 h 16 min,1998,NR,Movie
Chor Ke Ghar Chorni,Hindi,None,2 h 2 min,1992,NR,Movie
Mud,English,7.4,2 h 10 min,2012,16+,Movie
O Chirugali,Telugu,None,1 h 22 min,2005,NR,Movie
Ko,Tamil,7.8,2 h 39 min,2011,All,Movie
Gunavanthudu,Telugu,None,2 h 18 min,1975,NR,Movie
Oru Yakshi Kadha,Malayalam,None,1 h 51 min,2016,NR,Movie
Coffee Ani Barach Kahi,Marathi,7.1,1 h 38 mins,2015,All,Movie
Jeevan Yodhha,Bengali,None,1 h 58 min,1995,NR,Movie
The Expendables 2,Hindi,6.6,1 h 38 min,2012,18+,Movie
The Defender,Telugu,6.5,1 h 27 min,2004,18+,Movie
Out of the Dark,English,4.8,53min,2019,13+,Movie
Mad Max: Fury Road,Tamil,8.1,2h,2015,18+,Movie
Biwi No.1,Hindi,None,2 h 12 min,1999,NR,Movie
Behula Lakhindar,Bengali,5.2,2 h 15 min,2017,13+,Movie
Future To Bright Hai Ji,Hindi,6.2,1 h 56 min,2012,All,Movie
Time Kid,English,5.5,1 h 13 min,2002,7+,Movie
Damsels in Distress,English,5.7,1 h 35 min,2011,13+,Movie
Aankhen,Hindi,6.7,2 h 44 min,1993,13+,Movie
Parallel College,Malayalam,5.3,2 h 6 min,1991,NR,Movie
Iti Srikanto,Bengali,None,2 h 1 min,2017,13+,Movie
Qaidi Band,Hindi,5.9,1 h 59 min,2017,13+,Movie
Suhana Safar,Hindi,6.2,2 h 3 min,None,NR,Movie
Nishant - The Night's End,Hindi,7.6,2 h 16 min,1975,18+,Movie
Sabyasachi,Bengali,8.2,2 h 25 min,2017,13+,Movie
Ye Mantram Vesave,Telugu,3.9,2 h 2 min,2018,All,Movie
Subarnarekha,Bengali,7.6,2 h 1 min,None,NR,Movie
Chef,Hindi,5.7,2 h 11 min,2017,13+,Movie
Kalippattam,Malayalam,7,2 h 20 min,1993,All,Movie
Aur Pyar Ho Gaya,Hindi,4.7,2 h 34 min,1997,NR,Movie
Angoor,Hindi,8.3,2 h 16 min,1982,All,Movie
Jaanisaar,Hindi,5,1 h 58 min,2015,13+,Movie
Gudachari 116,Telugu,7.7,2 h 20 min,1984,NR,Movie
Paper Boy,Telugu,4.8,2 h 2 min,2018,13+,Movie
